Country_Name,Country_Code,Year,GDP_per_capita,GDP_per_capita_growth,GDP_per_capita_PPP,Next_5_years_GDP_per_capita_PPP ,Improved_water_source_percernt_of_rural_population_with_access,Patent_applications_residents,Population,Life_expectancy_years,Patent_applications_per_million_people
Peru,PER,2004,2448.143899,3.667233802,6240.731544,9010.325505,58.1,38,27273194,72.13619512,1.393309489
Peru,PER,2005,2754.780029,4.986962148,6762.772656,9755.149148,59.1,27,27610410,72.45902439,0.977892034
Peru,PER,2006,3171.498056,6.222645364,7404.295238,10449.09326,60.1,39,27949944,72.74595122,1.395351633
Peru,PER,2007,3611.21047,7.203635151,8148.92185,11145.5119,61.1,28,28292724,73.00197561,0.989653736
Peru,PER,2008,4208.878011,7.795895326,8956.515287,11828.80684,62.1,31,28641980,73.23356098,1.082327409
Peru,PER,2009,4166.093387,-0.157444945,9010.325505,12161.8635,63.2,37,29001507,73.44770732,1.275795772
Peru,PER,2010,5022.493191,6.959979402,9755.149148,12529.22823,64.2,39,29373646,73.65136585,1.327720774
Peru,PER,2011,5771.565878,4.946856996,10449.09326,13022.01745,65.2,39,29759989,73.85253659,1.310484355
Philippines,PHL,1990,715.3105853,0.449736194,2591.926586,2886.995938,77.3,147,61947348,65.25709756,2.37298294
Philippines,PHL,1991,715.1419199,-3.022233588,2597.257766,3041.416499,77.8,147,63508459,65.46329268,2.314652289
Philippines,PHL,1992,814.0752868,-2.078540786,2601.247891,3181.792568,78.4,133,65075486,65.66097561,2.043780357
Philippines,PHL,1993,815.7221676,-0.296418733,2655.24434,3128.0364,78.9,178,66650247,65.86017073,2.67065777
Philippines,PHL,1994,939.1559312,1.961390297,2764.939497,3203.359667,79.4,181,68236230,66.06434146,2.652549826
Philippines,PHL,1995,1061.347868,2.281179743,2886.995938,3348.152339,79.9,169,69835715,66.2724878,2.4199652
Philippines,PHL,1996,1159.589292,3.460112302,3041.416499,3449.527891,80.4,163,71446107,66.47960976,2.281439911
Philippines,PHL,1997,1127.003716,2.855114238,3181.792568,3554.911629,80.9,125,73064764,66.67873171,1.710810973
Philippines,PHL,1998,966.708438,-2.74495954,3128.0364,3729.011059,81.5,163,74693695,66.86331707,2.182245771
Philippines,PHL,1999,1087.237365,0.864453996,3203.359667,4008.678809,82,144,76335812,67.03292683,1.886401628
Philippines,PHL,2000,1038.910977,2.194567833,3348.152339,4255.159861,82.5,154,77991569,67.1865122,1.974572405
Philippines,PHL,2001,957.2807441,0.732218391,3449.527891,4535.140605,83,135,79665315,67.32560976,1.694589421
Philippines,PHL,2002,1000.068135,1.496915061,3554.911629,4881.396479,83.5,149,81352060,67.45370732,1.831545507
Philippines,PHL,2003,1010.553196,2.84661407,3729.011059,5100.535714,84.1,141,83031954,67.57382927,1.698141417
Philippines,PHL,2004,1079.03715,4.622944099,4008.678809,5115.481643,84.6,158,84678493,67.6895122,1.865881104
Philippines,PHL,2005,1194.697155,2.839676716,4255.159861,5483.620757,85.1,210,86274237,67.8022439,2.434098606
Philippines,PHL,2006,1391.772325,3.402978594,4535.140605,5707.204842,85.6,223,87809419,67.91256098,2.539590884
Philippines,PHL,2007,1672.685433,4.844683718,4881.396479,6099.120754,86.1,225,89293490,68.0224878,2.519780557
Philippines,PHL,2008,1919.466195,2.479032041,5100.535714,6526.650182,86.6,216,90751864,68.132,2.380116402
Philippines,PHL,2009,1825.341521,-0.462892736,5115.481643,6937.555502,87.2,172,92220879,68.24309756,1.865087406
Philippines,PHL,2010,2129.499242,5.903120837,5483.620757,7319.571262,87.7,170,93726624,68.35826829,1.81378559
Philippines,PHL,2011,2352.518156,1.971966374,5707.204842,7806.211272,88.2,186,95277940,68.4784878,1.952183265
Poland,POL,1991,2235.541089,-7.344791004,5912.125841,8254.998488,87.2,3389,38246193,70.58780488,88.6101265
Poland,POL,1992,2459.020685,2.20106586,6179.990883,8916.013282,87.6,2891,38363667,71.0902439,75.35775973
Poland,POL,1993,2497.195241,3.474682774,6546.870033,9461.807331,88,2659,38461408,71.59512195,69.1342345
Poland,POL,1994,2874.825311,5.070855517,7025.241913,10022.39536,88.4,2676,38542652,71.69512195,69.42957636
Poland,POL,1995,3682.791215,6.806798915,7659.932308,10644.71385,88.9,2595,38594998,71.89268293,67.23669217
Poland,POL,1996,4140.983541,5.975928523,8254.998488,11127.46048,89.3,2411,38624370,72.24634146,62.42173011
Poland,POL,1997,4116.926243,6.389889149,8916.013282,11781.05635,89.7,2399,38649660,72.64634146,62.07040372
Poland,POL,1998,4510.413117,4.577251018,9461.807331,12256.4189,90.1,2407,38663481,72.99756098,62.25512907
Poland,POL,1999,4389.976415,4.650899248,10022.39536,13350.52408,90.5,2285,38660271,73.04390244,59.10460379
Poland,POL,2000,4492.727604,5.657245518,10644.71385,13895.92354,91,2404,38258629,73.74878049,62.83549784
Poland,POL,2001,4981.198619,1.275940705,11127.46048,15150.8957,91.4,2202,38248076,74.2,57.57152334
Poland,POL,2002,5196.932921,2.088879429,11781.05635,16781.37789,91.8,2313,38230364,74.49756098,60.50164733
Poland,POL,2003,5693.52416,3.632392252,12256.4189,18310.44321,92.2,2268,38204570,74.59756098,59.36462575
Poland,POL,2004,6681.178818,5.197185266,13350.52408,19266.12953,92.7,2381,38182222,74.84634146,62.35886429
Poland,POL,2005,8021.251569,3.539152891,13895.92354,21089.01108,93.1,2028,38165445,74.99512195,53.13707203
Poland,POL,2006,9040.770206,6.246911937,15150.8957,22850.47842,93.5,2157,38141267,75.14390244,56.55291944
Poland,POL,2007,11260.31852,7.092943044,16781.37789,23832.72702,93.9,2392,38120560,75.24390244,62.74829121
Poland,POL,2008,14001.44688,4.235429345,18310.44321,24718.4568,94.3,2488,38125759,75.54390244,65.25771723
Poland,POL,2009,11527.59323,2.750571233,19266.12953,25707.48646,94.8,2899,38151603,75.69512195,75.98632225
Poland,POL,2010,12599.52486,3.903294366,21089.01108,26855.77467,95.2,3203,38042794,76.24634146,84.19465721
Poland,POL,2011,13893.18768,4.960164012,22850.47842,27810.51663,95.6,3879,38063255,76.69512195,101.9093086
Portugal,PRT,1990,7885.394019,4.177328956,11762.11007,14376.16284,94.6,101,9983218,73.96585366,10.11697831
Portugal,PRT,1991,8959.867208,4.60903356,12713.77327,14903.32216,94.9,102,9960235,74.01463415,10.24072223
Portugal,PRT,1992,10811.63064,1.16810336,13155.4924,15780.04863,95.1,69,9952494,74.31219512,6.932935604
Portugal,PRT,1993,9535.594849,-2.163021067,13177.16446,16674.57277,95.4,88,9964675,74.51219512,8.831196201
Portugal,PRT,1994,9978.301937,0.693517715,13550.93801,17723.46332,95.6,103,9991525,74.91463415,10.30873665
Portugal,PRT,1995,11782.52148,3.922373484,14376.16284,18872.37901,95.8,81,10026176,75.31219512,8.078852795
Portugal,PRT,1996,12185.06389,3.10827151,14903.32216,19585.46948,96.1,86,10063945,75.26097561,8.545356716
Portugal,PRT,1997,11578.44151,3.961027659,15780.04863,20367.66441,96.3,71,10108977,75.41219512,7.023460435
Portugal,PRT,1998,12202.69141,4.263501176,16674.57277,20839.63403,96.6,96,10160196,75.71219512,9.448636621
Portugal,PRT,1999,12474.81808,3.302248749,17723.46332,21490.81623,96.8,81,10217828,75.96341463,7.927320757
Portugal,PRT,2000,11502.39681,3.060570908,18872.37901,22739.58966,97.1,81,10289898,76.31463415,7.871798146
Portugal,PRT,2001,11729.14616,1.226897753,19585.46948,24669.56698,97.3,107,10362722,76.81463415,10.3254724
Portugal,PRT,2002,12882.28897,0.218427514,20367.66441,25695.86767,97.5,130,10419631,77.06585366,12.4764495
Portugal,PRT,2003,15772.7334,-1.305412252,20839.63403,26631.56396,97.8,125,10458821,77.2195122,11.95163394
Portugal,PRT,2004,18045.5881,1.568412306,21490.81623,26496.18036,98,123,10483861,77.67073171,11.73231885
Portugal,PRT,2005,18784.9485,0.580003441,22739.58966,27360.96112,98.3,158,10503330,78.07073171,15.04284832
Portugal,PRT,2006,19821.44463,1.37008519,24669.56698,26780.21491,98.5,184,10522288,78.4195122,17.48669111
Portugal,PRT,2007,22780.05845,2.291002952,25695.86767,26454.1026,98.7,250,10542964,78.32195122,23.71249679
Portugal,PRT,2008,24815.60884,0.054897751,26631.56396,27899.50947,99,381,10558177,78.52439024,36.08577503
Portugal,PRT,2009,23063.97161,-3.070552018,26496.18036,28806.26928,99.2,571,10568247,78.72682927,54.02977429
Portugal,PRT,2010,22538.65408,1.851920763,27360.96112,29687.79038,99.5,499,10573100,79.02682927,47.19524075
Portugal,PRT,2011,23196.18375,-1.682348806,26780.21491,30624.17469,99.7,571,10557560,80.47073171,54.08446649
Post-demographic dividend,PST,1990,19047.62671,2.295711668,17834.1182,21422.33028,97.64751423,518825,964601905,75.46582414,537.8643742
Post-demographic dividend,PST,1991,19951.32138,0.584838682,18514.93344,22355.40114,96.29299599,523739,970905788,75.56521164,539.4333894
Post-demographic dividend,PST,1992,21261.21033,1.111584895,19147.31191,23362.51956,96.39795796,543005,977731113,75.79594604,555.3725281
Post-demographic dividend,PST,1993,21291.60366,0.403554093,19677.26262,24145.51014,96.50666947,563211,984287542,75.80672859,572.2016951
Post-demographic dividend,PST,1994,22655.71478,2.354367689,20546.84534,25213.92384,96.07914,562062,989994339,76.05762839,567.7426404
Post-demographic dividend,PST,1995,24966.55255,2.146174803,21422.33028,26802.97021,96.15364439,618360,995414349,76.07856942,621.208646
Post-demographic dividend,PST,1996,24966.22808,2.309637809,22355.40114,27793.43077,96.29951471,626590,1000643917,76.41759112,626.1867877
Post-demographic dividend,PST,1997,24368.83628,2.667898898,23362.51956,28738.41565,96.43313553,645557,1005863658,76.75176414,641.793741
Post-demographic dividend,PST,1998,24354.60633,2.133673823,24145.51014,29660.10634,96.56806043,656826,1010698898,76.96413271,649.8730743
Post-demographic dividend,PST,1999,25443.90409,2.814287461,25213.92384,31289.24171,96.73834637,690038,1015607141,77.12369327,679.4339781
Post-demographic dividend,PST,2000,25752.40005,3.430610047,26802.97021,32799.92938,96.88043145,754591,1020591851,77.36203954,739.3660838
Post-demographic dividend,PST,2001,25390.1767,1.014811234,27793.43077,34885.781,97.03211015,756873,1025668442,77.66781002,737.9314494
Post-demographic dividend,PST,2002,26348.92713,1.033476895,28738.41565,36577.28104,97.18957723,739851,1030742327,77.7918545,717.7846302
Post-demographic dividend,PST,2003,29412.72902,1.440686251,29660.10634,37460.5789,97.34066651,751242,1035918960,77.91765042,725.1937932
Post-demographic dividend,PST,2004,32514.17329,2.57637662,31289.24171,36417.76082,97.4743061,780768,1041303142,78.3558044,749.7989476
Post-demographic dividend,PST,2005,34047.35587,2.093211869,32799.92938,37728.74542,97.63777809,813587,1046610825,78.44898619,777.3538937
Post-demographic dividend,PST,2006,35617.43545,2.291765339,34885.781,39111.43944,97.79454004,810143,1052236679,78.77209265,769.9246911
Post-demographic dividend,PST,2007,38627.86706,1.891009244,36577.28104,40122.89474,97.95126057,828434,1058174512,79.0249116,782.8897697
Post-demographic dividend,PST,2008,40561.49962,-0.45801751,37460.5789,41486.17106,98.11714458,813477,1064603305,79.17205685,764.1127885
Post-demographic dividend,PST,2009,37991.20564,-4.090177842,36417.76082,42660.69117,98.18391552,769945,1070107590,79.49405804,719.5024194
Post-demographic dividend,PST,2010,39432.99023,2.317906558,37728.74542,43675.38663,98.27558028,785286,1075140985,79.70841198,730.4028132
Post-demographic dividend,PST,2011,42211.56319,1.291417971,39111.43944,44602.15954,98.36129227,794138,1078083259,79.97577732,736.6202873
Romania,ROU,1991,1260.749045,-12.15844136,4773.323094,5776.692522,53.7,2015,23001155,69.78439024,87.60429639
Romania,ROU,1992,1102.103785,-7.939239528,4494.529143,5600.800792,55.8,1457,22794284,69.78439024,63.91953351
Romania,ROU,1993,1158.132516,1.66711861,4678.177635,5576.031932,57.9,1414,22763280,69.56341463,62.11758587
Romania,ROU,1994,1323.104325,4.083147899,4972.817477,5632.334662,60,1633,22730211,69.5097561,71.84271189
Romania,ROU,1995,1660.272768,7.355193097,5449.923275,5873.463317,62.1,1811,22684270,69.45609756,79.83505751
Romania,ROU,1996,1643.88046,4.169514772,5776.692522,6588.473648,64.2,1831,22619004,69.10487805,80.94962979
Romania,ROU,1997,1589.014061,-4.541719709,5600.800792,7179.198932,66.3,1708,22553978,69.00487805,75.72943451
Romania,ROU,1998,1864.991387,-1.884377247,5576.031932,7820.422076,68.4,1299,22507344,69.80731707,57.71449532
Romania,ROU,1999,1610.13437,-0.245056438,5632.334662,9137.526291,70.5,1061,22472040,70.51219512,47.2142271
Romania,ROU,2000,1668.162731,2.527720601,5873.463317,9723.534337,72.7,1003,22442971,71.16341463,44.69105271
Romania,ROU,2001,1839.72945,7.075793362,6588.473648,11694.25581,74.8,1128,22131970,71.16097561,50.9669948
Romania,ROU,2002,2124.873613,7.127485109,7179.198932,13442.61225,76.9,1478,21730496,71.0097561,68.01501448
Romania,ROU,2003,2774.955806,6.28813607,7820.422076,16302.02586,79,881,21574326,71.3097561,40.83557465
Romania,ROU,2004,3552.92452,8.977765964,9137.526291,16013.18023,81.1,937,21451748,71.59427561,43.67942417
Romania,ROU,2005,4676.315183,4.817198496,9723.534337,17180.51047,83.2,916,21319685,71.87889512,42.96498752
Romania,ROU,2006,5828.745662,8.697583855,11694.25581,18094.96422,85.3,814,21193760,72.16341463,38.40753127
Romania,ROU,2007,8214.185378,8.454090831,13442.61225,18983.33068,87.4,827,20882982,72.56585366,39.60162394
Romania,ROU,2008,10136.47356,10.28146831,16302.02586,19877.45154,89.5,995,20537875,72.56585366,48.44707644
Romania,ROU,2009,8220.108329,-6.289378339,16013.18023,20796.96054,91.6,1054,20367487,73.3097561,51.74914313
Romania,ROU,2010,8297.483621,-0.207495589,17180.51047,22070.53052,93.7,1382,20246871,73.45853659,68.25746062
Romania,ROU,2011,9200.277825,1.554580675,18094.96422,23626.37274,95.8,1424,20147528,74.4097561,70.67864604
Russian Federation,RUS,1992,3095.659779,-14.56843686,6854.085483,5697.327822,82.4,39494,148689000,66.87317073,265.6148067
Russian Federation,RUS,1993,2929.462119,-8.564614832,6416.169193,5460.354978,82.8,28503,148520000,64.93585366,191.913547
Russian Federation,RUS,1994,2663.394599,-12.46130513,5736.160138,5914.300411,83.2,21250,148336000,64.46707317,143.2558516
Russian Federation,RUS,1995,2665.739722,-4.169192942,5611.658378,6825.411391,83.6,17551,148375726,64.69073171,118.2875425
Russian Federation,RUS,1996,2643.897696,-3.459665688,5515.985165,7367.609061,84,18014,148160042,65.85414634,121.5847388
Russian Federation,RUS,1997,2737.556662,1.567772555,5697.327822,8029.122652,84.4,15106,147915307,66.69878049,102.1260092
Russian Federation,RUS,1998,1834.846937,-5.143130412,5460.354978,9253.577429,84.8,16454,147670692,67.0297561,111.4235992
Russian Federation,RUS,1999,1330.751464,6.729793299,5914.300411,10231.42645,85.2,19900,147214392,65.98219512,135.1770009
Russian Federation,RUS,2000,1771.586602,10.46359786,6825.411391,11822.3709,85.6,23377,146596557,65.48365854,159.4648638
Russian Federation,RUS,2001,2100.362386,5.538679625,7367.609061,14916.18526,86,24777,145976083,65.38341463,169.7332843
Russian Federation,RUS,2002,2375.059044,5.226665177,8029.122652,16648.58686,86.4,23712,145306046,65.12878049,163.1866027
Russian Federation,RUS,2003,2975.132778,7.783783009,9253.577429,20163.58765,86.8,24969,144648257,65.04780488,172.6187409
Russian Federation,RUS,2004,4102.372294,7.608324128,10231.42645,19386.5844,87.2,22985,144067054,65.47097561,159.5437636
Russian Federation,RUS,2005,5323.473877,6.782759189,11822.3709,20497.93408,87.6,23644,143518523,65.5297561,164.7452852
Russian Federation,RUS,2006,6920.194398,8.508018385,14916.18526,24074.36458,88,27884,143049528,66.72756098,194.9254946
Russian Federation,RUS,2007,9101.253085,8.72086011,16648.58686,25316.63579,88.4,27505,142805088,67.58682927,192.6051822
Russian Federation,RUS,2008,11635.26037,5.294212026,20163.58765,25480.64003,88.8,27712,142742350,67.94926829,194.1400012
Russian Federation,RUS,2009,8562.809598,-7.848639728,19386.5844,25477.23382,89.2,25598,142785342,68.68463415,179.2761052
Russian Federation,RUS,2010,10674.98771,4.456827158,20497.93408,23702.84446,89.6,28722,142849449,68.84121951,201.0648287
Russian Federation,RUS,2011,14212.06087,4.182916494,24074.36458,23162.63216,90,26495,142960868,69.68390244,185.330436
South Asia,SAS,1990,354.9068303,3.121330579,1194.217421,1545.346791,65.78697928,1225,1132832536,58.20399185,1.081360184
South Asia,SAS,1991,308.9629513,-0.281825373,1231.643322,1647.161003,66.2670074,1358,1157821722,58.69239339,1.172892142
South Asia,SAS,1992,321.0641291,3.470047187,1304.287806,1703.570166,67.3261185,1374,1183034707,59.18845223,1.161419857
South Asia,SAS,1993,311.3505132,2.209278131,1363.562895,1782.215048,68.37027464,1319,1208411907,59.68450154,1.09151523
South Asia,SAS,1994,345.7815771,3.869266383,1445.466739,1911.458065,69.34091237,1698,1233869424,60.17598886,1.376158585
South Asia,SAS,1995,376.4093935,4.784655382,1545.346791,1997.33615,70.39056625,1715,1259358616,60.65818566,1.361804317
South Asia,SAS,1996,403.655818,4.731102977,1647.161003,2091.311026,71.47529773,1749,1284818746,61.12772872,1.361281508
South Asia,SAS,1997,415.1972237,1.775978037,1703.570166,2162.930594,72.57768401,2080,1310234107,61.58483792,1.587502561
South Asia,SAS,1998,413.0086438,3.582594599,1782.215048,2323.352312,73.66307765,2378,1335633730,62.02892802,1.780428232
South Asia,SAS,1999,434.1847164,5.744534262,1911.458065,2524.09466,74.75327245,2418,1361053702,62.45947731,1.776564728
South Asia,SAS,2000,443.3858408,2.167945003,1997.33615,2787.473196,75.84025233,2393,1386504523,62.876685,1.725922967
South Asia,SAS,2001,446.7641742,2.424887838,2091.311026,3070.774338,76.85012269,2616,1411993292,63.28104402,1.85270002
South Asia,SAS,2002,461.4072817,1.87731341,2162.930594,3380.624074,77.92511225,2914,1437450586,63.67715634,2.02720012
South Asia,SAS,2003,529.4439209,5.382463045,2323.352312,3525.323772,78.99607995,3635,1462776158,64.06858717,2.485000853
South Asia,SAS,2004,603.4967986,5.729815018,2524.09466,3763.278031,80.06981451,4255,1487832276,64.45710161,2.859865368
South Asia,SAS,2005,680.0542073,7.006781316,2787.473196,4088.771708,81.15575413,5063,1512521166,64.84793714,3.347391173
South Asia,SAS,2006,765.3266456,6.946021104,3070.774338,4371.413276,82.23161253,5952,1536799012,65.2434613,3.872985311
South Asia,SAS,2007,953.7910318,7.343668572,3380.624074,4631.076411,83.31783347,6585,1560689001,65.64452281,4.219290324
South Asia,SAS,2008,956.5931121,2.338619268,3525.323772,4922.951238,84.33421897,6856,1584247163,66.04733525,4.32760756
South Asia,SAS,2009,1035.974166,6.05340267,3763.278031,5292.560136,85.43407655,7519,1607562312,66.44923186,4.677268149
South Asia,SAS,2010,1252.12462,7.506124398,4088.771708,5673.64074,86.51800141,9258,1630729920,66.84308693,5.677212325
South Asia,SAS,2011,1373.649425,4.833374041,4371.413276,6063.657678,87.6002996,9172,1653756466,67.22095963,5.546161233
Saudi Arabia,SAU,1990,7204.728651,11.16566014,27441.43618,32066.50746,92,16,16326815,69.16460976,0.97998293
Saudi Arabia,SAU,1991,7838.784024,11.31914987,31564.35345,32819.84943,92,27,16867829,69.58978049,1.600680206
Saudi Arabia,SAU,1992,7888.209563,0.929909714,32584.08977,33102.90243,92.3,21,17378833,69.99507317,1.208366523
Saudi Arabia,SAU,1993,7445.115493,-4.019761453,32018.38416,33777.69081,92.7,21,17859750,70.38214634,1.175828329
Saudi Arabia,SAU,1994,7382.132167,-1.919896472,32071.97604,32334.05982,93,33,18311090,70.75160976,1.802186544
Saudi Arabia,SAU,1995,7650.739369,-2.059767496,32066.50746,34139.65786,93.3,28,18735841,71.10502439,1.494461871
Saudi Arabia,SAU,1996,8293.220703,0.514367437,32819.84943,33621.69793,93.7,27,19131578,71.44192683,1.4112793
Saudi Arabia,SAU,1997,8508.518663,-0.834771943,33102.90243,32262.66055,94,57,19505576,71.75919512,2.922241312
Saudi Arabia,SAU,1998,7382.160601,0.942967039,33777.69081,35550.27719,94.3,45,19882458,72.05421951,2.26330165
Saudi Arabia,SAU,1999,7968.548574,-5.716755656,32334.05982,38293.23543,94.7,72,20294406,72.32390244,3.547775678
Saudi Arabia,SAU,2000,9126.954277,3.235064046,34139.65786,40547.13447,95,76,20764312,72.56165854,3.660126086
Saudi Arabia,SAU,2001,8643.494004,-3.711499142,33621.69793,41782.54408,95.4,46,21303592,72.76092683,2.159260279
Saudi Arabia,SAU,2002,8655.311531,-5.492944829,32262.66055,42520.35502,95.7,61,21906308,72.91912195,2.784586065
Saudi Arabia,SAU,2003,9567.458285,8.035863807,35550.27719,44841.92932,96,56,22556425,73.04068293,2.482662922
Saudi Arabia,SAU,2004,11138.80746,4.833097602,38293.23543,43055.81069,96.4,81,23228890,73.13207317,3.487037047
Saudi Arabia,SAU,2005,13739.82945,2.585076792,40547.13447,44502.41931,96.7,119,23905654,73.2047561,4.97790188
Saudi Arabia,SAU,2006,15334.66994,-0.024660827,41782.54408,48524.63249,97,119,24578301,73.27226829,4.84166908
Saudi Arabia,SAU,2007,16472.16605,-0.872286563,42520.35502,50573.39065,97,128,25252569,73.34763415,5.068791219
Saudi Arabia,SAU,2010,19259.58726,2.112692511,44502.41931,54007.03619,97,288,27425676,73.70014634,10.50110852
Saudi Arabia,SAU,2011,23770.74739,6.832496856,48524.63249,54430.86113,97,347,28238020,73.86360976,12.28839699
Serbia,SRB,2004,3331.228766,9.30124667,8070.176454,11841.77607,99.1,473,7463157,72.68292683,63.37800478
Serbia,SRB,2005,3528.131008,5.857980049,8707.009057,12098.74634,99.1,372,7440769,72.83414634,49.99483252
Serbia,SRB,2006,4129.758741,5.3176496,9615.708895,12967.82735,99.1,432,7411569,73.38536585,58.28725335
Serbia,SRB,2007,5458.121718,6.318966666,10472.10853,13107.97215,99.1,395,7381579,73.63170732,53.51158607
Serbia,SRB,2008,6701.773913,5.816191356,11921.83264,13772.49685,99.1,386,7350222,73.88536585,52.51542062
Serbia,SRB,2009,5821.305397,-2.726691699,11841.77607,13806.01281,99,319,7320807,73.98536585,43.57443107
Serbia,SRB,2010,5411.877404,0.989647482,12098.74634,14111.93856,99,290,7291436,74.33658537,39.77268675
Serbia,SRB,2011,6423.291783,2.205167184,12967.82735,14511.79145,99,180,7234099,74.53658537,24.88215879
Slovak Republic,SVK,1993,3089.438276,1.513090887,7424.983182,10602.39907,99.6,282,5325305,72.44878049,52.95471339
Slovak Republic,SVK,1994,3755.727737,5.787846371,8021.870668,10700.7066,99.6,248,5346331,72.3,46.3869521
Slovak Republic,SVK,1995,4799.151051,5.534215938,8642.396557,11347.91207,99.6,269,5361999,72.25365854,50.16785717
Slovak Republic,SVK,1996,5177.748864,6.531408675,9361.237062,12399.75735,99.6,195,5373361,72.65365854,36.29013573
Slovak Republic,SVK,1997,5138.148679,5.871891186,10061.34678,13294.49459,99.6,224,5383291,72.70487805,41.61023433
Slovak Republic,SVK,1998,5533.588845,3.872404906,10602.39907,14138.90916,99.6,213,5390516,72.55121951,39.51384246
Slovak Republic,SVK,1999,5636.579532,-0.30686137,10700.7066,15198.91969,99.6,213,5396020,72.90243902,39.4735379
Slovak Republic,SVK,2000,5402.929754,1.347280939,11347.91207,16616.13454,99.6,236,5388720,73.05121951,43.79518698
Slovak Republic,SVK,2001,5708.082659,3.505723137,12399.75735,18875.52455,99.6,246,5378867,73.40243902,45.73453852
Slovak Republic,SVK,2002,6524.861878,4.560795846,13294.49459,21156.83045,99.7,259,5376912,73.60487805,48.16891182
Slovak Republic,SVK,2003,8696.913242,5.488126963,14138.90916,23691.64388,99.7,210,5373374,73.60487805,39.08159008
Slovak Republic,SVK,2004,10654.79371,5.280271095,15198.91969,23082.79056,99.8,215,5372280,73.95853659,40.02025211
Slovak Republic,SVK,2005,11669.41975,6.740490003,16616.13454,25010.54458,99.8,155,5372807,73.90487805,28.84897969
Slovak Republic,SVK,2006,13139.03218,8.447902154,18875.52455,25835.00476,99.8,193,5373054,74.20487805,35.91998145
Slovak Republic,SVK,2007,16057.73314,10.76725222,21156.83045,26647.42196,99.9,239,5374622,74.20731707,44.46824353
Slovak Republic,SVK,2008,18650.35912,5.53923472,23691.64388,27897.59857,99.9,167,5379233,74.70487805,31.04531817
Slovak Republic,SVK,2009,16512.98197,-5.548489764,23082.79056,29020.07166,100,176,5386406,74.9097561,32.6748485
Slovak Republic,SVK,2010,16600.61359,4.94387255,25010.54458,29907.05936,100,234,5391428,75.11219512,43.40223036
Slovak Republic,SVK,2011,18187.15744,2.686613637,25835.00476,30631.95391,100,224,5398384,75.95853659,41.49389891
Sweden,SWE,1990,30162.31577,-0.020759193,20096.18657,22774.64752,100,3108,8558835,77.53682927,363.1335339
Sweden,SWE,1991,31374.11699,-1.817515166,20387.68275,23606.48544,100,3154,8617375,77.66682927,366.0047288
Sweden,SWE,1992,32338.50395,-1.736630336,20490.29925,24446.8462,100,3291,8668067,77.99878049,379.6694234
Sweden,SWE,1993,24080.89967,-2.632808464,20425.51147,25478.29167,100,3760,8718561,78.0604878,431.263829
Sweden,SWE,1994,25747.24169,3.350468242,21559.10829,27148.37688,100,3953,8780745,78.6502439,450.189591
Sweden,SWE,1995,29914.33175,3.479916372,22774.64752,29257.98526,100,3941,8826939,78.7404878,446.4741401
Sweden,SWE,1996,32587.2641,1.35642702,23606.48544,29701.99742,100,4111,8840998,78.95902439,464.9927531
Sweden,SWE,1997,29897.79263,2.841576642,24446.8462,30587.76252,100,4130,8846062,79.19756098,466.8744126
Sweden,SWE,1998,30143.62746,4.168949245,25478.29167,31470.89574,100,3972,8850974,79.33902439,448.7641699
Sweden,SWE,1999,30577.08177,4.448727112,27148.37688,33551.70558,100,4142,8857874,79.44146341,467.6065611
Sweden,SWE,2000,29283.00505,4.567242893,29257.98526,33967.18753,100,4224,8872109,79.64390244,476.0987495
Sweden,SWE,2001,26969.24457,1.291108144,29701.99742,37439.83703,100,3926,8895960,79.79512195,441.3239268
Sweden,SWE,2002,29571.70446,1.74193088,30587.76252,40563.8388,100,3358,8924958,79.84634146,376.2482692
Sweden,SWE,2003,36961.42537,2.005478025,31470.89574,41853.69618,100,3025,8958229,80.09512195,337.6783514
Sweden,SWE,2004,42442.22045,3.911043998,33551.70558,39693.3253,100,2768,8993531,80.49756098,307.7767787
Sweden,SWE,2005,43085.35315,2.407936366,33967.18753,41667.83209,100,2522,9029572,80.54634146,279.3044897
Sweden,SWE,2006,46256.4716,4.100926289,37439.83703,43755.06044,100,2446,9080505,80.74878049,269.3682785
Sweden,SWE,2007,53324.37937,2.640983001,40563.8388,44724.97434,100,2527,9148092,80.9,276.2324646
Sweden,SWE,2008,55746.84238,-1.328731592,41853.69618,45673.17063,100,2549,9219637,81.1,276.4750933
Sweden,SWE,2009,46207.0592,-5.988964284,39693.3253,46404.74379,100,2186,9298515,81.35121951,235.0913022
Sweden,SWE,2010,52076.25591,5.089185551,41667.83209,47823.29797,100,2196,9378126,81.45121951,234.161921
Sweden,SWE,2011,59593.28711,1.89205741,43755.06044,49174.86379,100,2004,9449213,81.80243902,212.0811543
East Asia & Pacific (IDA & IBRD countries),TEA,1990,418.2172245,3.750246006,1452.934697,2431.852801,57.91823938,6202,1582008622,68.10003941,3.920332616
East Asia & Pacific (IDA & IBRD countries),TEA,1991,447.1179865,6.329203823,1592.991969,2661.139583,59.2205353,7804,1605931102,68.28341806,4.859486182
East Asia & Pacific (IDA & IBRD countries),TEA,1992,494.1577405,9.237452599,1772.06017,2854.518232,60.45438001,10500,1628282963,68.4663644,6.448510633
East Asia & Pacific (IDA & IBRD countries),TEA,1993,535.4204626,9.432186904,1977.161668,2877.694767,61.77611721,12695,1649805506,68.65723634,7.694846425
